text,toxic
"""

 The Vandalism of Talmud 

It scares me thinking that was there for six days and no one was the wiser. |  (T | C) """,0
I would like to remove the 'rejected' tag and start a discussion about possible refinements to the process - probably after the ArbCom case is finished. The case has brought a lot of attention to this issue and future reviews would likely garner far more participation.,0
"American-British .v. American-English 

An IP editor 62.30.140.42 has changed nationality from American-British to American-English. What do other editors feel about this change? I don't have any strong feeling towards one or the other but think it is something that should be discussed on the talk page here. All comments welcomed. Thanks.",0
"Scent 

Does Cocaine smell good?",0
"""
 V is not equal to IR
Facts:

1) In chemisty the number of electrons leaving a mass is determined by the voltage Source: chemistry textbook 
2) In induction physics, the current is determined by the number of coils in the winding source: physics textbooks 
3) In circiut theory the current is determined by the load Source: also physics textbook 
4) these three things are all different 
5) In the power industry, there is also something called """"current draw"""" which is a current not determined by the load but the power supply Source: Con Edison training manual 
6) All of these things with the exception of 5 are excepted theories of science that contflict with the electricity theory
7) The units for charge are wrong. The 4pi that is in F = q1*q2/(4pir^2). the 4 pi is found experimentaly but is from the units.

I find that most circuits textbooks don't even talk at all about any scientist. Many of whom pointed out alot of these things
What I demand:

1) A scientific presentation of electricity theory that uses the scientific method 
2) A list of people in the scientific community who actually accepted this (and hold electrons to be a fact and more than a theory), and on what basis of the scientific method did they accept it.""",0
"""CCD affecting other insects?==
While all this is certainly entertaining, the qoute does not stand on its own in that even if all honeybee populations collapse, mankind will not disappear. Wild pollinator insects, animals, and even wind can still pollinate many even most edible food crops. Even if those crops that depend solely on domestic bee pollenation cannot be produced any longer, humans would adapt agriculture to fill those niches.  

At this point it's not clear yet that CCD only affects bees.  It certainly stands to reason that other insects could be affected by the same disorder.  Also, the quote may be overly simplified.  But the big picture is that without pollinators, things are much more difficult. 

I have not seen any references that have indicated that wild bee populations, wild pollinators or other insects have been affected by the same disorder. If you know of any references that cite a similar decline in native or wild pollinators it may be helpful to include a section on this. 
Wild bees are generally becoming rare in the Western world due to habitat destruction. This is AFAIK most severe in C Europe.  
I agree that wild bees are increasingly rare worldwide, but the cause has little if anything to do with colony collapse.  
""""Little if anything""""? The proper and correct response is it has nothing to do with CCD. Even in the event that CCD should prove to be a """"disease"""", diseases are rather specific in what they affect, and a disease that affects honey bees is unlikely to affect any other insects; and there are only 7 species of honey bees. It's like expecting that a disease that affects deer will spread to other mammals, such as humans. That is an unreasonable expectation - it most definitely does NOT """"stand to reason that other insects could be affected by the same disorder"""" - the reality is exactly the opposite. The seven species in the genus Apis have had something on the order of 35 million years of independent evolution - 35 million years for their genomes to diverge from those of all other insects; compare that to the 70 million years mammals have existed. The human genome has had about as much time to diverge from deer, as the honey bee genome has had to diverge from other bees. But no one expects humans and deer to be affected by the same diseases. Why should a honey bee disease affect other bees?
While it is certainly true that habitat destruction and climate change are major threats to pollinating insects, bees foremost among them, CCD, even in a worst-case scenario, is not a threat to anything outside of agriculture.  

==""",0
"Method featured on TV series 

The simple synthesis which VampWillow protested above can readily be found from the information in her complaint by one familiar with the User Contributions tab, and is apparently not illegal since it can still be accessed.  I was surprised to hear all three chemicals from it named in Revolution (Law & Order: Criminal Intent).  Not even broadcast TV is censoring this synthesis!",0
"That 2012 diff says exactly what Israeli rabbis and scholars said at the time and later here and here p.42-43. Please don't rewrite 'Jews' over 'IDF'. There is no intrinsic link between those two categories. Why are you persistently raking up my past (2012)? On second thoughts, forget it. That's all I have to say against your repetitious campaigning here and the use of old diffs out of context to insinuate things.",0
Please do not carry on conversations with other users on my talk page. That is why you all have talk pages. Thanks!,0
"""

 Please do not vandalize pages, as you did with this edit to Spanish colonization of the Americas. If you continue to do so, you will be blocked from editing.    """,0
"as Michael Wood (historian) would argue as he believes, the Republic of Macedonia should not be confused with the word Macedonia, and Taivo, I feel with great assurance, he does know his history and politics on the matter",0
"Opression 

So you want to opress me, Mr. Big Nose?",1
"The Kurdish People is a Irania People,  The Kurdish language is a Irania language.",0
"Stalled DYK nominations 

I wonder if you could help resolve the block on Template:Did you know nominations/Grootegeluk Coal Mine, Waterberg Coalfield and Template:Did you know nominations/Giovan Giacomo Paleari Fratino?  Since you started the re-reviews of these articles, and perhaps have more influence with",0
Another article here ->http://www.cbc.ca/news/business/story/2012/07/20/crop-prices-drought-canada-us.html,0
"""

 RfC 

I find it kind of amusing that you simultaneously note an under-representation of women on ArbCom while calling Risker a """"he"""". )   """,0
"""

 British Columbia terminlogy 

Here, we call the three looped intersections cloverleafs, and a full four looped version """"Dogwood"""". I was surprised to find out that the """"dogwood"""" terminology was used exclusvely here and probably has something to do with the fact that the Dogwood flower is the provincial flower.  """,0
"I have to say I agree with some of the above and disagree with other bits, but I think that  has it right.  Placing this article into a category inherently does just that, it categorizes it into a topic heading.  But adding a navigational template at the very bottom is not characterizing anything, it is simply a tool for other editors, in other words, if your interest has been piqued after reading this article, then here are some others that might interest you.  So I'm going with no on Category:Cult related books, and yes on .   .",0
"""

 hi ho no more 
I will be systematically reviewing all of your edits with the description """"hi ho"""" when you make an edit explain the edit you made so that the other editors can follow the progress or digress of the article instead of being a jack ass.""",1
seem to grasp simple ideas.,0
"GA Review

:This review is transcluded from Talk:Super Mario Galaxy 2/GA2. The edit link for this section can be used to add comments to the review.

Reviewer:   

I've played quite some Mario games since i was 4-5, but i haven't played this game yet. Anyway this is my first time review an article nominated as a good article. So lets get to it. Note: This is my first time reviewing an Article, so i may make a few mistakes.

I was impressed with the spelling and grammar. I didn't see any original research, and there were reliable sources. No swearing or any other weasel words. Everything looks well-done. But this is my first time reviewing, so i'll put it on Hold. I'd like someone with more experience to look over my review and see if I got everything. (  )",0
"Hmmm... how much of your time is spent reverting, Jay?",0
"Exactly what is racist

You wrote this the revision history?  rmv outdated and offensive material taken from a 1967 book.  I'm asking you what the heck is offensive? me being Asian have absolutely no idea what in the world you're talking about. You said the offensive material was taken from 1967 book? which is hilarious seems many of the references in the wiki page are even more outdated. Btw have you checked that the do you even check the references.

  Sleeboom, Margaret. Academic Nations in China and Japan. Routledge: UK, 2004. ISBN 0-415-31545-X p.56
 Takeru Akazawa and Emóke J.E. Sathmåry. Prehistoric Mongoloid dispersals. New York, Oxford University Press, 1996

Is there something you don't want people to do?

（Talk） 11:15, 29 2012 March 2012(UTC)",0
"This article contains what appears to be fairly accurate and useful information; however, it contains no references to any studies which back up any of the information.  Can anyone provide references?  Basic research is preferable to review articles, in my opinion, because I have found that review articles fairly regularly cite sources that do not actually support the specific claim made in the review.  My current project involves the PVN, so I may be able to provide a few in the future, but I highly doubt that my set of knowledge is exhaustive.

128.143.43.144",0
"With all due respect, this bibliography entry is not a matter of research, but you have a point. We wouldn't put an SGI publication in the Shoshu bibliography. Putting a Shoshu publication in the SGI bibliography is asserting the dominance of the sect over the former hokkeko which is exactly the sort of hierarchical thinking that SGI rejects. Let's limit the bibliography to SGI's self-presentation (put all the Middleway books in there, there's an idea) and respectable outsider accounts from people who are not invested in the argument. This will do a service to readers.
I was recently picking through Japanese books critical of SGI at the Harvard library and I was surprised to find so many smears and guilt by association arguments. The best Japanese books on the subject are not by freelance journalists but by scholars of religion like Shimazono. Of course, the Japanese public has some distrust in religion scholars after the whole Aum Shinrikyo affair, but alas, that distrust is not something Wikipedia can integrate neutrally into articles.  (tock)",0
"ello 

whats our name",0
"Npov does mean something isnt true its mean its not of a negivate point of view wp:npov.

From a modern perspective, it seems that the White Sox are always second fiddle to the Cubs
Says who thats someones point of view
and likewise the Cardinals were second fiddle to the Bears before they moved on to greener pastures.
Greener how much greener wouldnt fan in the city they left feel they went to darker pastures 
It is surprising, then, to discover that the White Sox were the more popular team in town for pockets of their history.  
I'm not surprised 
The throwing of the 1919 World Series seemed to take the starch out of the franchise for decades. 
 Or many they just wherent good enought and it had nothing to do with 1919
But the Sox were a contender during the early 1950s and into the mid 1960s, and once again outdrew the perpetually inept Cubs. 
 Inept says who quanity it 
It was downright painful for old-time fans to watch.
 Painful as in actual physicial pain ? Quanify it , maybe some old timer where happy to leave an old stadium
Some Sox fans believed that the move was unnecessary,
 And some sox belive the us didnt land on the moon , but wiki doesnt care about their opinions 
( )",0
"Thanks!
Thanks for your creation of, contributions to, and defense of the article List of fatal dog attacks in the United States!",0
Don't worry. It's ok.  We got enough.,0
"I respect procedure. I believe this sums it up:
Bypass dispute resolution such as RFC/U.
Propose community ban.
Block me before I know the ban has been proposed.
Consider accusations I can't respond to, since I am blocked.
Don't consider points that are important to me, since I am blocked and can't offer them.
Ban. 
It violates just about every principle of procedural fairness employed by every respected community I've ever heard of. It makes me look good, since the anger that led to this was based on the belief that.... Wikipedia violates many principles of fairness employed in respected communities. 

Doesn't it seem like the way to prevent disruption is to make editors respect Wikipedia more, not less?",0
"I changed the redirect, but without any info it got undone, if you like to add information change the page as was done here and edit in your information on Al Reynolds. Regards",0
"""

Could you please """"Blocked Indefinitely"""" until I'll kill you first?!!! (*GUNSHOTS*) Now You're dead again! 2602:252:D2D:4170:DEA:9F7B:2752:4C92  """,1
"To respond generally to the statements made above: It's noteworthy to mention Tillman's religion in light of the controversial statements made by Ralph Kauzlarich, regarding the family's beliefs, and how it relates to the investigation of his death. Additionally (since this is apparently hard to find) the biography by Jon Krakauer refers to Pat Tillman as an agnostic and possibly even an atheist. I'm sure if someone wants to actually read the book, they can find a relevant quote to include. On a more personal note, this entire discussion topic stinks of religious paranoia.129.2.167.219",0
"""

 Please do not vandalize pages, as you did with this edit to Epic of Gilgamesh. If you continue to do so, you will be blocked from editing.  gabsadds """,0
"Oh, I see someone has already identified you, Qwyrxian. Okay, onto your wikipediot friends. Have it your way!",0
"this is not a BLP, and even",0
"The Tolar was the only currency out of all the others to have met the criteria of ERM II. We all thought that Slovakia and Lithuania would also join in 2007, but they proved to have more difficulties toward the end of the ERM II timeframe.

Malta and Cyprus will be joining 1 January 2008.",0
"""

 Vandalism by 99.44.204.232. Please stop it  

Would 99.44.204.232 stop vandalising this article.  People have invested a lot of time and effort to improve this article  it doesn't help if you keep vandalising it.  In future if you have something positive to add to this article please discuss it in the talk page.  I have to spend hours undoing what you have just done.  Citing several sources (some of which are unreliable) about one particular issue which has already been addressed and sourced with notable sources is one thing, deleting edits with notable sources and then copying and pasting those sources to make a point is another.  You wanted the article to talk about Serer Nile Valley migration.  That had already been discussed several times with notable sources like Gravrand, Cheikh Anta Diop, etc.  You also wanted the ethnonym of Serer to reflect the thesis of Diop.  The article already did that with notable sources including Diop himself.  If only you took the time to read the whole article you would have realised that, all these had been addressed. However, you should also appreciate that not every scholar and certainly not the ultra traditionalist Serer who wants nothing to do with Egypt agree with Diop and in fact his thesis were rebutted by several scholars including Schuh, etc.  These are relevant view points which should also be taken into account in other to avoid bias.  

I will now respond to the """"sources"""" that you have provided.

Link 1: 
http://books.google.com/books?id=EZLF3T-5tlgC&pg;=PA706&lpg;=PA706&dq;=serer+wolof+north+east+africa&source;=bl&ots;=6ZlcoUiSsf&sig;=zOFR1CQY5BWf2thxHjWIhmq9Q8Y&hl;=en&ei;=BMFiToPpH6HL0QGE142OCg&sa;=X&oi;=book_result&ct;=result&resnum;=6&ved;=0CEUQ6AEwBQ#v=onepage&q;&f;=false

Have you realised that this source is not credible contrary to all the sources cited? Have you also realised that the author referred to the Kingdoms of Sine and Saloum as Wolof states?  Even the least verse on Senegambian history can easily find out for themselves that the Kingdom of Sine and Kingdom of Saloum were Serer Kingdoms not Wolof never mind a supposed scholar.   
Further, all the sources, historical and archaeological evidence shows that the Senegambian stone circles were built by the Serer people. (See: Gravrand, Pangool; Gamble, Salmon and Njie; Burke and Else; and F. Richard).

Since they were built by the Serers, and evidence have shown that they are built well before the 14th century, how then could the Serers have migrated into the area into the 14th century?  That doesn’t make sense.  Now the Serers may have migrated to from the Nile Valley as implied by Henri Gravrand in “La Civilisation Sereer, Pangool”, which is one of the sources cited in the article,  but as noted by Gravrand, if they did came from the Nile it was more than 5 thousand years ago and certainly not the 14th century. Further, as demonstrated by Gamble, Salmon and Njie, the Serer are the oldest inhabitants of Senegambia, others later moved in.  This backs up archealogical source, backs up Gravrand, Kleine, Richard  and so on.  
If your source was referring to the Guelwars of Kaabu coming from Kaabu to Sine in the 14th century at least I could understand that because it was at that time the Battle of Turubang (1335) occurred as stated by Sarr, Becker and others.  Even the Wolofs were already present long before the 14th century never mind the Serer people who have been present for thousand of years. Further as substantiated in the article with credible sources which all backs up each other, the Almoravid wars on Takrur due to religion (Islam) led to the Serers of Takrur who were finally defeated in Battle to leave Takrur and headed south.  That was in the 11th century during Abu-Bakr Ibn-Umar and War Jabi.  Even those “Takrurien” Serers came south long before the 14th century to join their other Serer relatives (See Daggs).

Link 2. 
http://books.google.com/books?id=ip0RAAAAMAAJ&q;=Finally,+according+to+Pierret,+Serer+means+in+Egyptian+%22he+who+determines+the+limits+of+the+temples.%22+This+meaning+conforms+with+the+religious+fervor+of+the+Serer+who+are+today+one+of+the+few+peoples+in+Senegal+who+have+not+yet&dq;=Finally,+according+to+Pierret,+Serer+means+in+Egyptian+%22he+who+determines+the+limits+of+the+temples.%22+This+meaning+conforms+with+the+religious+fervor+of+the+Serer+who+are+today+one+of+the+few+peoples+in+Senegal+who+have+not+yet&hl;=en&ei;=DnlnTpSiDIXagAe1mozYDA&sa;=X&oi;=book_result&ct;=result&resnum;=1&ved;=0CCwQ6AEwAA 

This link tells us about the meaning of Serer according to Pierret, which tallies with Diop.  The article had already address this point with notable sources as evident in the article.  However, since there are controversies regarding the meaning of the word, it is relevant to address those as well.  Furthermo",0
"BTW - the wording on Wikipedia:Selected_anniversaries/August_9 looks good to me. It would be quite nice to mention that it was the second and last time a nuclear weapon was used, but I can't find a way to phrase it concisely.",0
These small changes in the citations might be helpful?,0
just the shut the hell up man,1
A physical structure that no longer exists in an architectural form; was put together by 'rule of thumb builders' ... Certainly no architects were harmed in the construction of this object ...,0
"Call for more investigation of an SPI you closed 

I'd like to see here a request a technical/CheckUser check.  While the data is fresh, a)I think the unconfirmed socks should be confirmed (or refuted); as someone who was nearly blocked indefinitely, I'd think you'd be OK with this, but I don't want to step on your close, especially as I'm just off a block myself.  It would be valuable to b)look for the real puppetmaster, as the nominal puppetmaster has only made a few edits, and that the investigation should c)expand to this edit - removal of same Iranian Jew population information and source by another editor - though I continue to AGF, we've only got a nominal puppetmaster and this is a lead that could be followed up on.  May I make it so or can you?  It says anyone can request a technical/CheckUser check, so I'm starting here, since you just closed the SPI. (t•c)",0
"""

Hey stop edit warring and instead discuss the issue(s) on the article talkpage (Talk:Pussy Riot). Otherwise, you're going to end up getting blocked from editing.
You may also be interested in wiktionary's entry on """"realise"""".  (talk) """,0
"""

 Critical Reception 

I made a simple correction to this section.  Metacritic assigned a score of 76, which means """"Generally Positive.""""  Also, the reference given was AllMusic guide, which is just one review, and would not qualify to call it """"Highly Positive"""" based on that one review.  Should we correct that reference?  Thanks!   """,0
"""
Oh yes, it did take me a very long time to try and revert your edit! LOL! I shouldn't have done that reversion by you. Sorry. c94 (talk) """,0
"Not spam
Future editors might want to provide an actual original comment instead of a warning here - some of the links this user is adding are not spam.  Contentious maybe, but not spam.   .",0
"""
They are not on the schedule. Check the listings. Tonight's episode is a repeat of """"Dragon Flower"""", next week is """"Heather Report Part 1"""". Make sure you check the schedule on Cartoon Network's and other TV listings sites. Okay? Thank you.   """,0
"Someone should have told you by now, if you stop sucking so many dicks, you'll be more relaxed.  Too much dick-sucking (so I'm told) can lead to temporary psychosis.",1
".  '''' talk 

== 3RR",0
"Also, please follow tajik and khosrow's edits. They are working together...",0
"Avril Lavigne 

Please do not keep undoing other people's edits without discussing them first. This is considered impolite and unproductive. If you continue, you may be blocked from editing Wikipedia under the three-revert rule, which states that nobody may revert an article to a previous version more than three times in 24 hours. (Note: this also means editing the page to reinsert an old edit. If the effect of your actions is to revert back, it qualifies as a revert.) Thank you. Please leave a comment at Talk:Avril Lavigne.",0
"My point is that other reporters behave as she did all the time.  It's what they do.  Ask tough questions and press for answers. If it's a conflict of interest for her, then it should be a conflict for other reporters too.",0
"""

Oh, okay, it must have been something they see in the tunnel then. They didn't stop and talk to it. I think I remember the castle thing and recall some """"ghostly"""" images or something drifting past them for a moment.  """,0
"""

Please just ignore whatever Rdos says.  It's better if we just ignore him and revert his edits on sight.  He has proven that he is not interested in doing anything but promoting his """"Aspie-quiz"""" and his website.  Pretending he doesn't exist will save a lot of time and grief.  Don't take the bait, don't respond to him, don't engage him.  Let's just fix this article in spite of Rdos, rather than with help from Rdos.  """,0
"Block 

Boy, there sure dont block a fella for a long time!",0
"""*""""Budget Proposal Leaves Law School Out In The Cold."""" The Daily of the University of Washington. Monday April 7, 1997.
""",0
"And on the other hand, do not return unsourced content to articles as you did to Fred Jones (Scooby-Doo). MM207.69.139.137",0
"What if I were in your place, one who thinks his reason, his ego is bigger and better only because is working here more than someone else like me, who was costant removing your external links with my references what aren't helping the article like someone thinks. Is hard to think what is real, but truth hearts, and I have total freedom to edit edits what are better from others, but blocking me will mark you and anyone else as a person who thinks they are egoist.",0
"""

What I dislike about your proposed version is that it doesn't carry the forms / aspects distinction which was the point of my proposal. I think it's extremely important to have this distinction in mind. a) If we're going to keep """"political liberalism"""" in there, we need to call it an """"aspect"""", because no liberal objects to what's been called """"political liberalism"""" here, so it doesn't exactly make sense to call it a """"form"""" of liberalism which people argue over. b) The reason I insist on this is that modern political ideologies borrow certain aspects of liberal thought, and then abandon others. The """"aspects"""" division gives people the power to understand the influence of the liberal tradition by comparing it to other ideologies with these categories in mind. The perfect example is that of """"social conservatives"""" who (can be) economically liberal without being socially liberal.
In any case, if the forms/aspects division is tossed, then I'd rather that those sections called """"cultural"""" and """"political"""" liberalism also be removed, or placed in a different section, since they already describe essential / noncontroversial issues within liberalism.
IIRC The only paragraph I ommitted was the last one about modern-day liberalism/lip service, since it was already discussed earlier in the section (and seemed out of place given the topic of this section). The other sections were shuffled around to one place or another.  """,0
My assumption is that,0
"""
This is not a negotation. Don't do this again on anyone's talk page. He asked you to discuss it at the article talk page. Either do that or do nothing. ''' - talk''' """,0
The IP is bakc..(  ).,0
There's no need for you to do anything but cite reliable sources for every claim you wish to include in the article.  - «Talk»,0
"Did she sing Rosina? That would have been a nice hook. But probably only sopranos sang the part her time. I will decorate my user for Christmas (started), no extra greetings, - you spoke well above about the spirit! I tried also ;)",0
"""

 RE: 
What I was trying to do is show him and other people on WP the truth on what really happened on wikipedia. It wasn't me and I've been trying to get the arcieve oversighted and a new category made where all accounts I didn't make would go.MannGreek. """,0
"""

 Origin 
Parts of this article particularly the """"Origin Section"""" not only failed to cite reliable sources, it also left out material facts as regards to the true origin of Takrur (also spelt Tekrur).  In this regard, it totally left out the history of the Serer people (also spelt """"Serere"""", """"Seereer"""", """"Sérère"""" and """"Sereer"""") who are not only the oldest inhabitants of Senegambia along with the Jola people (Source: Gambian Studies No. 17. People of The Gambia. I. The Wolof. By David P. Gamble & Linda K. Salmon with Alhaji Hassan Njie. San Francisco 1985.)  to which Takrur is part of, but the article gives the impression that Takrur was founded by the Fula people and/or only the Fula when both historical and archaeological sources contradicts that claim.  In fact, at the date and time of raising this article for discussion, no attempt was made by certain people to acknowledge the trutful history of the Serer people who resided at Takrur or Tekrur. Edits I had previously made were vandanlised by a certain person with false and ridiculous accusations. As such, I call all interested parties for an open discussion before I start making further edit on this article.  That aside, there is no mention of the Serer people in this article.  It is a fact that members of the Serer group have resided in Takrur for milleniums, ruled it, implanted their own royal dynasty as well as their ancient religion (The Serer Religion or """"Fat Rog"""").  

The following is a quote from Henry Gravrand, author of """"La Civilisation Sereer Pangool"""" who also authored """"La Civilisation Sereer Cossan"""":

""""Since the publication of """"Cossan"""" (history), I took as a starting point of the Sereer story in Tekrur over 2000 years ago, I noted an important discovery. In the middle of the Sahara, in the Tasili the rock carvings listed by Henri L'hote, appears the traces of the present """"Sereer Cossan"""" (Serer history) or their ancestors, a period dating back to the third or fourth millennium. This engraving represents the Sereer initiation Star (Serer Cosmology),  with two coiled snakes, symbols of the """"Pangool"""" (ancestral spirits also ancient Serer Saints in the Serer Religion)... The rock where the Star appears is the Sereer symbols of the Pangool which was probably a place of worship.""""  (Source: Henry Gravrand. La Civilisation Sereer - Pangool.  Published by Les Nouvelles Editions Africaines du Senegal. 1990. Page 9. ISBN: 2-7236-1055-1.)

The history of the Serer people who resided at Tekrur, the influence of their culture, history, religion and tradition on the land should not and cannot be erased from history.  To quote Issa Laye Thiaw, author of """"La Femme Seereer"""":

""""If the term """"“religiosity"""" expresses the commitment or devotion to a particular religion, it also applies to the Serer who are jealously attached to their traditional values and show little interest in respect of religions from outside.
However, few people adhere to these religions and gradually move away from the religion of the land.   The latter is the object of aggression and distortion on the part of some Muslims, to weaken the impact in people's minds. In this context, their Serer neighbours assigned names and adjectives to things they have invented from scratch, trying to prove their superiority and that of their religion (the Serer Religion)…. The Serers are so far, one of the few people of Senegal who are not yet fully converted to a modern foreign religion…. Obstinately attached to the religion of their ancestors, the Serers refused to change the social and religious life inherited from their ancestors, making every effort to prevent the penetration of foreign religions in their country.  Only recently were they superficially converted to Islam and Christianity.""""  
(Source: Issa Laye Thiaw. """"La Religiosite de Seereer, Avant et pendant leur Islamisation"""". Ethiopiques no: 54, Revue semestrielle de Culture Négro-Africaine. Nouvelle série, volume 7, 2e Semestre 1991.)

Issa Laye Thiaw's remarks about Islam is absolutely relevant as far as this article is concerned. For a more detailed explanation of what Issa Laye Thiaw is referring to when he said """"The latter is the object of aggression and distortion on the part of some Muslims, to weaken the impact in people's minds"""" please refer to Maba Diakhou Bâ's discussion page.  The URL is as follows:

http://en.wikipedia.org/wiki/Talk:Maba_Diakhou_B%C3%A2

As for this article, Issa's remark is relevant.  The article made couple of references to the implantation of Islam in the Kingdom of Takrur and talked about how good this was for the Kingdom and the people.  Not only does this article fail to give a true account of how Islam really came to Takrur and how the Serers and only the",0
"Title section revert 

Hi, I was at the office earlier and I hadn't noticed your warning before restoring the title of the section. I'm sorry for that. Of course I won't do such a revert again.

Just to clarify, I've opened a new section to indeed alert some contributors that they were behaving in a way in line with the examples of ownership behaviour as described here. In return the title of the section has been twisted to something unrelated and one of my message has been erased. It is the first time I see people editing other's signed contributions in a talk page. This just looks crazy to me.",0
"Fuck off 

Next time read my edit before you go reverting it, dipshit.",1
"this is my sandbox, where i wil be testing out stuff. 

stuff i forget 

templates don't have to be written wit templates in them
use  and  to place examples of markup here",0
"""

There won't be any future, as I already have decided that Wikipedia is a stupid project.  I won't contribute to this project which insists on keeping obvious bullshits in it's articles due to Political Correctness, artificial promotion of women, or similar trends and moronic considerations.  You guys can all be happy and """"proud"""" that you are part of spreading bullshit in Information Age.""",1
"""

 Caught in the merge crossfire 

Thanks
Just to say thank you for your help dealing with my opposition to the merger proposal for Bispham High School Arts College which linked into the Portsmouth and Southampton merger proposals simply because the proposer (who appears to have been using these merger proposals to make a point rather than discussing them anywhere) chose the school seemingly at random after they saw it mentioned on the Wikipedia Schools project talk page. Not being sure what to do about this, your help in supporting my opposition to the merger and removal of the tag has been really useful, and much appreciated. ·Talk 

You are welcome; it is a shame that Bispham High School Arts College got caught in the crossfire.  I know how difficult it is to put together an acceptably cited entry for a school, especially one with a short history, having spent the best part of a day on Admiral Lord Nelson School (Portsmouth) back when the Portsmouth nonsense first started.  

I must say the infobox and logo make the page look very professional, I must do the same later in the week.

You might find these links useful, assuming I have the right school.
http://www.ofsted.gov.uk/reports/pdf/?inspectionNumber=194298&providerCategoryID;=32&fileName;=%5C%5Cschool%5C%5C119%5C%5Cs10_119734_20020306.pdf 
http://education.guardian.co.uk/secondaries/story/0,,1437244,00.html 
http://www.ofsted.gov.uk/reports/index.cfm?fuseaction=summary&id;=119734 
http://news.bbc.co.uk/2/shared/bsp/hi/education/06/school_tables/secondary_schools/html/890_gcse_lea.stm 
http://news.bbc.co.uk/2/shared/bsp/hi/education/06/school_tables/secondary_schools/html/890_4056.stm 
http://www.goodschoolsguide.co.uk/?103857 

Have a good week.    """,0
"The article could definitely use some refinement, but you are basing your edits on the work of fringe authors like Peter Korrel, Mike Ashle,y and Frank Reno; none of them are reliable sources and much of what they write is spurious nonsense. Another problem with your edits is that you are padding the article with too much tangential, fluffy details that do not need to be here.",0
"Thanks! 

 Thank you so much for your helpful review of Jonathan Strange & Mr Norrell - it is nice to know that someone else has struggled with the same sourcing issues!",0
"September 2007 WikiProject Food and Drink Newsletter
WikiProject Food and Drink Newsletter September 2007",0
"Someone please include the format of the Nongshim Cup.  As best I can tell from GoGameGuru, the 2015-16 series started with four games by the same player, which seems unusual for a tournament.  https://gogameguru.com/ichiriki-ryo-17th-nongshim-cup/",0
Fuck off you idiot 82.103.128.115,1
"Explain your reasoning for removing the kpop group table. It is by far a more resourceful way of listing group members, rather than writing it in prose.",0
", it's both polite and Wikipedia policy to talk over major changes first. As  has indicated, you need to explain every significant change here first. We've been through this drill before, and you have a significant history of disruptive edits that I will not hesitate to make use of in my request for assistance.",0
"Unbalanced
(pasting a reply which I wrote anyway ) .. on mine too. Something changed in the TFA or ITN recently - their relative length was very different. Anyway, less than an hour for the next DYK update. Unexpected changes in various sections + strong screen resolution dependence make it a nightmare.",0
"The article Fight For The Universe has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",0
"The notion that this book has not been refuted is a joke. 

Even former Foreign Minister, Shlomo Ben Ami, says in his book, Scars of War, Wounds of Peace, that there was an ethnic cleansing of the Palestinians:

The reality on the ground... was that of an Arab community in a state of terror facing a ruthless Israeli army whose path to victory was paved not only by its exploits against the regular Arab armies, but also by the intimidation, and at times atrocities and massacres, it perpetrated against the civilian Arab community. A panic-stricken Arab community was uprooted under the impact of masacres that would be carved into the Arabs' monument of grief and hatred... Benny Morris['s] thesis about the birth of the refugee problem being not by design but by the natural logic and evolution of the war is not always sustained by the very evidence he himself provides...Ben-Gurion...also instructed that abandoned Arab villages needed to be settled by Jews even before the end of hostilities.... Israel's formal rejection of the refugees' claim for return — a position that remains intact to this day — rather than the expulsion and dispossession, is the real defining moment of the conflict..

Israel as a society also suppressed the memory of its war against the local Palestinians because it could not really come to terms ith the fact that its finest Sabras, the heroes of its war for independence and the role models of the new nation, expelled Arabs, committed atrocities against them, and dispossessed them.

Quit lying about this book.",0
"Welcome!

Hello, Paramdeepdoctor, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
Tutorial
How to edit a page and How to develop articles
How to create your first article (using the Article Wizard if you wish)
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question on this page and then place {{help me}} before the question. Again, welcome!   | T@lk",0
"OUTSTANDING ARTICLE
Wow!!  This is a very well written article.  The author/s should consider nominating this article for -featured status- because it certainly meets all the requiremnts.  I'll vote for it!!  Good luck!",0
"""
Wow! Thats alot... ) 0718 """,0
"Colt Cabana 

lol, you're joking? He actually has a move called butt-butt?? Can't be right, surely?!?!",0
